BGGId,Name,Year,Weight,AvgRating,MinPlayers,MaxPlayers,NumRatings,Kickstarted,Rank,Category
8806,Trivial Pursuit: All American Edition,1993,2.0,5.25609,2,6,64,0,19400,Thematic
8812,No Better Place to Die: The Battle of Murfreesboro,1994,3.1905,7.18769,2,2,134,0,6673,War
8813,Shocking Roulette,2003,1.6364,5.03037,2,4,135,0,20726,Thematic
8815,Academia,1989,1.4,6.81846,2,6,104,0,9152,Thematic
8816,Frenzy,2003,1.1818,5.61512,2,2,215,0,15744,Thematic
8817,Call of Cthulhu: Collectible Card Game,2004,2.5484,6.85561,2,2,678,0,3448,CGS
8818,Gopher It!,1999,1.0455,6.0121,2,4,157,0,10987,Childrens
8829,Nobody Is Perfect,1992,1.5741,6.8642,3,10,900,0,2727,Party
8834,"Dynamo: Dunkirk, 1940",1986,2.4286,6.97768,2,2,56,0,11448,War
8835,Stars and Bars,1984,3.2,6.08333,2,2,33,0,16730,War
8843,June 6,1999,3.3043,6.68832,2,2,107,0,8960,War
8847,Jargon,2003,1.0,5.20588,2,6,34,0,18874,Thematic
8848,Star Cruiser,1987,2.75,6.3,2,2,45,0,15089,War
8852,Gem Quest,2003,2.75,4.69231,2,8,52,0,20348,Thematic
8860,Cranium Conga,2003,1.2727,5.19674,3,6,232,0,20715,Thematic
8863,Horus Heresy (2003),2003,2.0,5.89216,2,2,51,0,16379,War
8887,Battle for Stalingrad,1980,3.3333,7.37962,2,2,183,0,5771,War
8888,August Fury,1990,3.125,6.695,2,2,40,0,13456,War
8892,IGOR: The Mad Scientist's Lament,2004,1.4545,5.68773,2,6,176,0,16121,Thematic
8899,Rimini,1988,1.5,5.82581,2,4,31,0,17082,Thematic
8902,Das Quiz des 20. Jahrhunderts,1998,1.5,6.635,2,6,40,0,13542,Thematic
8903,Zama: Hannibal versus Scipio,1992,2.0588,5.62308,2,2,78,0,17016,War
8904,Cropredy Bridge: A Fleeting Victory,1992,3.2727,5.44928,2,2,69,0,18855,War
8911,On to Moscow,1994,3.0,6.32759,2,2,58,0,13922,War
8913,"The Russo-Turkish War, 1877-78",1992,3.2,6.24368,2,2,87,0,12358,War
8915,Jenga Xtreme,2003,1.1,5.30907,2,8,201,0,20438,Thematic
8916,Jenga: Truth or Dare,2000,1.0,5.15289,2,8,201,0,20983,Thematic
8920,BuyWord,2004,1.8095,6.29805,1,4,798,0,4308,Family
8924,Dancing Eggs,2003,1.0488,6.36688,2,4,2263,0,2578,Party
8930,Buffy the Vampire Slayer CCG,2001,2.0833,5.57461,2,10,128,0,17358,CGS
8935,Shazamm!,2003,1.8727,6.16228,2,2,606,0,5558,Strategy
8939,Der wahre Walter,1989,1.2308,7.0828,4,10,157,0,6304,Thematic
8946,Da Vinci Code,2002,1.4862,6.10777,2,4,1890,0,3838,Abstract
8950,Bid It,2003,1.0,5.45,2,6,32,0,17995,Thematic
8954,The Battles of Waterloo,1994,3.3929,6.52375,1,4,200,0,7769,War
8957,Renegade Legion: Centurion – Blood & Steel,1988,3.3448,6.82819,2,4,249,0,5924,War
8958,kuuduk,2003,1.3684,4.98854,2,8,170,0,21166,Thematic
8960,Roma,1986,2.4,6.72353,4,6,34,0,14772,War
8962,The Jewish War,2000,1.8,5.94146,2,2,41,0,16415,War
8963,Robot Wars: The Game,2002,2.0,3.92424,2,6,33,0,20525,Thematic
8964,Funny Bunny,1999,1.0,5.47953,2,4,812,0,19797,Childrens
8965,1 Stein + Co.,2003,1.5714,5.93012,2,4,83,0,14755,Abstract
8966,Raid on Richmond,1991,2.6,5.41795,2,2,39,0,18567,War
8970,Herd Your Horses!,1993,1.1429,5.33301,1,4,103,0,19837,Thematic
8972,Beat the Experts,2002,1.6667,4.47436,2,4,39,0,20230,Thematic
8976,World War II: Pacific Theater of Operations,1991,4.0465,6.92373,2,4,177,0,7132,War
8979,Oodles of Doodles,2003,1.0,6.1986,3,0,57,0,14266,Thematic
8981,Anagram: The Ingenious Game of Juggling Words,1991,1.8,6.38409,2,8,44,0,14604,Thematic
8983,I.Q. 2000,1984,1.6667,4.85684,2,6,316,0,21436,Thematic
8985,The Lord of the Rings Labyrinth,2003,1.4286,6.08596,2,4,89,0,13223,Thematic
8986,Junkyard Races,2003,2.1765,6.15068,2,8,147,0,10524,Thematic
8989,Hansa,2004,2.3408,6.88038,2,4,4995,0,1024,Strategy
8993,Fire in the East,1984,4.4146,7.49375,2,4,304,0,4171,War
8996,Pictionary Junior,1988,1.3125,5.4166,3,8,237,0,19572,Childrens
8997,Scattergories Junior,1989,1.3333,5.54471,2,4,85,0,17667,Childrens
8998,Taboo Junior,2001,1.0,5.32303,4,0,78,0,18992,Childrens
9010,Dvorak,2000,1.4286,6.80303,2,6,33,0,13876,Abstract
9016,Treasure Hunt,1989,2.2,5.425,2,2,44,0,18529,Thematic
9017,Rummikub Rummy Dice Game,1995,1.2727,5.07803,1,6,96,0,20132,Thematic
9021,Sunken City,2004,1.9899,6.15612,2,4,861,0,4854,Strategy
9022,Im Reich des weißen Bären,1991,1.125,5.66949,2,4,59,0,17947,Childrens
9027,Oasis,2004,2.3168,6.70524,3,5,2173,0,1859,Strategy
9028,Tongiaki: Journey into the Unknown,2004,1.958,6.22493,2,6,2298,0,3083,Strategy
9033,The Marcher Lords: The Norman Conquest of Wales,2003,2.375,6.27591,1,2,35,0,15435,War
9041,Dark Eden,1997,3.0,6.90308,2,4,65,0,11533,War
9044,All Quiet on the Western Front,1997,2.875,7.28814,1,2,59,0,9893,War
9048,Cinq-O,2003,1.069,5.66681,1,6,286,0,14126,Family
9049,Teenage Mutant Ninja Turtles Game,2003,1.2,5.5025,2,4,132,0,17997,Thematic
9062,Borodino '41,1995,3.25,6.26,2,2,55,0,13842,War
9063,Brettfußball,1984,2.0,6.40152,2,2,66,0,12751,Abstract
9070,Blood Race,1999,1.3333,6.04571,2,4,35,0,16356,Thematic
9076,Say When!,1998,2.3333,5.98485,2,12,33,0,16317,Thematic
9082,Go Tell the Spartans,2003,2.7857,5.0,1,1,56,0,20249,War
9083,Grunwald 1410,1999,2.8571,5.73684,2,2,38,0,17815,War
9084,Grunwald 1410,1992,3.3182,6.0436,2,2,125,0,12720,War
9086,"Eylau: Napoleon's Winter Battle, 1807",1980,2.8333,6.73649,2,4,74,0,10506,War
9087,KRASH!,2001,1.75,5.74194,2,2,31,0,17907,War
9090,My First UNO,1991,1.0714,4.91595,2,4,126,0,20826,Childrens
9092,Avalam,1996,1.9524,6.39737,2,2,219,0,7296,Abstract
9093,1777: The Year of the Hangman,2002,3.4,6.66316,2,2,76,0,11995,War
9094,"MacArthur: The Road to Bataan, Dec 1941 - Jan 1942",1985,2.6667,5.76628,2,2,43,0,17602,War
9095,Diplomacy: Classical Variant,1998,2.6667,7.53548,5,5,31,0,12777,War
9104,The Three Days of Gettysburg (Second Edition),2000,3.9333,7.19888,2,2,65,0,9761,War
9108,Masquerade,2003,2.2903,6.03369,3,5,390,0,7847,Thematic
9110,Superpowers at War,1985,2.8,5.89706,2,2,34,0,17291,War
9111,War of 1812,2001,3.0,6.79737,2,2,38,0,13693,War
9112,Omaha,1991,4.3333,7.14643,2,2,98,0,8722,War
9113,In Flanders Fields,1998,3.0909,6.66977,1,2,43,0,13552,War
9115,Questo Gioco del Calcio,2003,1.6,4.91489,2,8,47,0,19823,Childrens
9117,Embrace an Angry Wind,1992,2.9167,6.82658,2,2,79,0,10100,War
9118,"Operation Elope, 1918-1919",2001,2.625,3.41765,2,2,34,0,20935,War
9132,18C2C: Manifest Destiny,2003,4.1818,7.50826,2,6,121,0,6296,Strategy
9133,When Dragons Fight,2001,3.1667,6.5359,2,2,39,0,15568,War
9135,Advanced European Theater of Operations,2001,4.8235,7.63617,2,5,94,0,7755,War
9139,Marco Polo Expedition,2004,1.8049,6.16032,2,5,804,0,4934,Family
9143,War in Europe (Second Edition),1999,4.1111,7.34068,1,3,59,0,10932,War
9146,Wordigo,2003,1.8889,6.2491,2,4,83,0,12018,Thematic
9149,Zitternix,2000,1.027,6.01829,2,4,416,0,7204,Childrens
9152,The Damned Die Hard: Philippines '41,1999,3.875,6.54167,2,2,42,0,15219,War
9153,Monopoly: NASCAR,1997,2.0,4.98423,2,8,52,0,20152,Thematic
9156,Fette Fünfzehn,2003,1.25,5.90588,2,4,34,0,16502,Thematic
9160,Neopets TCG,2003,1.4,5.0875,2,2,80,0,20219,CGS
9161,Highlander: The Card Game,1996,2.2,6.20937,2,2,143,0,10706,CGS
9173,Spite,1995,1.0,4.31476,3,6,62,0,20984,Thematic
9174,Leonardo,1988,1.625,5.24658,2,6,73,0,19212,Thematic
9177,Armchair Cricket,1981,1.9091,6.58185,2,4,157,0,8717,Thematic
9181,TacForce,1980,3.8,6.59688,2,2,32,0,15225,War
9188,SPI Football,1980,2.0,4.96774,1,2,31,0,19352,Thematic
9192,Justinian,1999,2.7,6.87845,2,2,58,0,11583,War
9194,Personality,1995,1.1429,6.16125,3,8,80,0,13465,Thematic
9197,The Seven Years War,1993,2.9286,6.57069,2,6,58,0,12537,War
9200,Heroes Incorporated,2004,1.9655,6.06532,2,4,248,0,9428,Thematic
9201,Spy,2004,1.2742,5.50063,2,4,542,0,18130,Family
9202,Saga,2004,2.0133,5.79284,2,4,1234,0,6874,Strategy
9203,Wings of War: Famous Aces,2004,1.7356,6.85774,2,4,4650,0,1148,War
9204,Cherkassy Pocket: Encirclement at Korsun,2001,2.3333,6.27568,2,2,37,0,15382,War
9209,Ticket to Ride,2004,1.8449,7.41494,2,5,75531,0,188,Family
9214,Manga Manga,2004,1.1333,4.22158,2,6,222,0,21523,Thematic
9215,Revolution: The Dutch Revolt 1568-1648,2004,4.2674,7.31314,2,5,923,0,2029,Strategy
9216,Goa,2004,3.3748,7.57675,2,4,11065,0,198,Strategy
9217,Saint Petersburg,2004,2.467,7.29053,2,4,14976,0,327,Strategy
9220,Saboteur,2004,1.3255,6.56507,3,10,27342,0,1152,Family
9227,Weed!,2002,1.0833,5.33429,2,4,115,0,19799,Thematic
9233,Royalists & Roundheads,1991,2.5833,5.87214,1,2,70,0,15020,War
9234,My Word,1980,1.625,5.05562,1,6,48,0,19695,Thematic
9237,Perryville,1992,3.3077,7.23918,2,2,97,0,7979,War
9249,När & Fjärran,2002,2.0,5.34314,2,4,51,0,18617,Thematic
9250,UNO Madness,1995,1.5,5.22333,2,4,30,0,18573,Childrens
9259,Combined Arms: Command Decision Series Game,1988,3.0,7.05208,2,2,48,0,12257,War
9263,The Forgotten War: Korea,1996,2.3333,5.92308,2,2,39,0,17005,War
9272,Jade König,1986,2.5,5.51351,2,6,37,0,18270,Thematic
9277,Leuthen 1757,2000,2.3333,6.36667,2,2,30,0,16083,War
9284,Treasure Falls,2004,1.0,5.55301,2,4,166,0,17587,Family
9288,Who? What? Where?,2003,1.4545,6.89008,3,10,131,0,7455,Thematic
9293,Turbulent Top,1996,1.0,5.1394,2,8,63,0,19503,Childrens
9296,Warzone,1996,3.3529,6.82896,2,8,164,0,6907,War
9297,"Oh, Pharaoh!",2004,1.4634,5.85266,2,4,431,0,9217,Thematic
9300,Clay-O-Rama,1987,1.25,6.60584,2,12,137,0,8620,Thematic
9319,The Train Game,1997,1.1667,5.7116,1,8,75,0,16371,Thematic
9320,Bottles and Bins,1982,1.0,4.51282,2,4,39,0,20192,Childrens
9339,Alexander at Tyre,1993,2.3333,7.03977,2,2,44,0,11808,War
9341,Lost Valley,2004,2.6193,6.72463,3,4,1784,0,1993,Thematic
9342,Fifth Avenue,2004,2.6476,5.99407,2,4,944,0,5444,Strategy
9343,Stapelei,2001,0.0,6.16667,1,4,33,0,15670,Childrens
9345,Drops & Co.,2004,1.7143,6.19442,2,4,52,0,14807,Childrens
9346,Daimyo,2005,2.5357,6.41515,2,4,229,0,7063,Strategy
9348,Der Alchimist,2000,2.0,4.88485,2,6,33,0,19459,Thematic
9350,Das große Fressen,2004,1.3333,6.36579,2,2,38,0,14913,Thematic
9354,Privacy,2004,1.1176,6.3675,5,12,304,0,6764,Thematic
9356,Pacific Fleet,1983,3.9375,7.69782,2,2,55,0,9667,War
9357,East Wind Rain: The War in the Pacific 1941-1945,1985,3.2857,5.13182,2,2,44,0,19358,War
9360,The Royal Navy,1984,2.4615,7.37403,2,3,77,0,8288,War
9368,Ave Tenebrae,1982,3.1667,5.49056,2,4,71,0,18161,War
9376,Renegade Legion: Prefect,1992,4.6,6.64058,2,2,69,0,11997,War
9386,IceTowers,1999,1.875,6.38284,2,5,271,0,6532,Abstract
9388,Knock!  Knock!,2004,1.2424,5.41813,3,6,240,0,19177,Thematic
9398,War Games Rules  3000 BC to 1485 AD,1980,3.9091,6.27907,2,2,43,0,15088,War
9406,The Simpsons: Don't Have A Cow Dice Game,1990,1.0,4.5,2,4,30,0,19736,Childrens
9408,Dos Rios,2004,2.5252,6.42059,2,4,1359,0,3081,Strategy
9410,Aus die Maus!,2004,1.0,3.85,2,6,30,0,20566,Childrens
9416,Westminster: The Election Game,1983,2.0,4.62845,2,6,58,0,20459,Thematic
9418,"Eastwall: Battles for the Dnepr, September 1943 - February 1944",1997,3.0,5.94167,1,2,36,0,16802,War
9420,Hear 'N Seek,2004,1.0,5.87265,2,6,34,0,16567,Childrens
9438,First Blood: The Guadalcanal Campaign,1991,2.75,6.19453,2,2,64,0,14311,War
9439,FBI,2004,1.5439,5.76748,2,5,496,0,9931,Family
9440,Maharaja: The Game of Palace Building in India,2004,3.1748,7.11513,2,5,4923,0,773,Strategy
9441,Ribbit,2004,1.0957,6.78094,2,5,2349,0,1725,Family
9446,Blue Moon,2004,2.1712,6.70138,2,2,5590,0,1227,Strategy
9454,Double Trouble,1987,1.0,4.69302,2,4,43,0,20175,Childrens
9464,Teenage Mutant Ninja Turtles: Pizza Power Game,1987,1.2857,4.75193,2,4,233,0,21422,Thematic
9471,Crazy Bugs,1991,1.3333,5.57805,2,4,41,0,17757,Childrens
9473,Adam & Eva,2004,1.3889,6.01038,2,2,183,0,11126,Family
9474,Flying Pirates,1990,1.4444,5.8,2,2,39,0,16860,Childrens
9475,Backwords,1988,1.4,4.93682,3,8,85,0,20536,Thematic
9476,L'Armee' du Nord: the Belgian Campaign,1993,2.963,6.86667,1,2,144,0,7421,War
9489,War to Axis: Warfare in Normandy,2004,2.1667,6.9869,2,2,42,0,11760,War
9506,Ooga!,2004,1.1818,5.52472,2,6,89,0,17329,Childrens
9507,Dynamite,1988,1.1818,5.35407,2,4,59,0,18549,Childrens
9508,Golden Trivia Game: M*A*S*H Edition,1984,0.0,5.04194,2,0,31,0,19084,Thematic
9509,Iglu Iglu,2004,2.0,5.94882,2,4,127,0,12490,Thematic
9512,"Chancellorsville: Pinnacle of Victory, April 30 - May 5, 1863",1992,3.2727,5.9407,2,2,43,0,15849,War
9516,Adverteasing,1988,1.4444,4.29907,2,8,129,0,21332,Party
9540,Advanced Dungeons & Dragons Trivia Game,1991,2.1667,4.45543,3,10,92,0,20999,Thematic
9541,The Addams Family Family Reunion Game,1991,1.0,5.02778,2,6,36,0,19835,Childrens
9545,The Batman Game,1989,1.4,4.84286,2,6,84,0,20827,Thematic
9547,Are You Afraid of the Dark?,1995,1.7143,5.1375,2,4,40,0,19897,Childrens
9556,Snatch,2001,1.7143,6.36329,2,10,286,0,6823,Thematic
9559,The Hamburger Game,1989,1.1667,5.35824,2,4,119,0,20168,Childrens
9560,Indus,2004,1.9333,5.56474,2,4,323,0,17185,Strategy
9565,James Bond 007 Assault! Game,1986,3.1429,6.03909,1,10,55,0,16586,War
9569,The Last Starfighter Combat Game,1984,1.5,5.81944,2,10,36,0,16319,War
9571,Baha,1989,1.5,5.59574,2,6,47,0,17869,Thematic
9573,The Dick Tracy Game,1990,1.4,4.69697,2,6,33,0,19915,Thematic
9577,"Across Suez: The Battle of the Chinese Farm October 15, 1973",1980,1.92,6.13642,2,2,151,0,10475,War
9578,Goosebumps: One Day at Horrorland Game,1996,1.4,5.17442,2,4,43,0,19231,Childrens
9583,UNO: SpongeBob SquarePants,2002,1.1667,5.51051,2,10,99,0,19351,Thematic
9589,Dog Dice,1997,1.0,5.18,2,4,50,0,19124,Thematic
9597,Vier zu mir!,1996,1.4,6.056,3,8,50,0,15074,Childrens
9606,Cluzzle,2004,1.1549,6.27871,3,6,631,0,4863,Party
9607,Enigma,1988,1.0,4.63878,2,6,49,0,20213,Thematic
9609,War of the Ring,2004,3.8469,7.77497,2,4,10115,0,136,Thematic
9610,Travspelet med V65,1982,2.1667,5.76538,2,6,78,0,17218,Thematic
9615,Station Master,2004,1.5479,6.13735,2,6,572,0,5776,Strategy
9616,Horus,2008,2.2,5.8562,2,4,439,0,9070,Strategy
9617,Russian Rails,2004,2.7455,6.95712,2,6,428,0,3955,Strategy
9619,Ex Libris,1991,2.1,6.66089,4,8,101,0,9284,Thematic
9621,Battle for the Galaxy: Zylatron,1986,2.125,5.40323,2,4,31,0,18971,Thematic
9625,Struggle of Empires,2004,3.5944,7.51618,2,7,3946,0,516,Strategy
9629,Gnostica,2001,3.2778,7.08205,2,6,117,0,7443,Abstract
9639,Aladdin: The Magic Carpet Game,1992,1.0,5.01667,2,4,30,0,19296,Childrens
9640,Bloody Roads South,1992,3.3,7.47887,1,2,71,0,9054,War
9646,Where in the World?,1986,1.1667,5.533,2,6,50,0,18328,Thematic
9663,Napoleon on the Danube,1992,2.4615,7.36901,2,2,71,0,8752,War
9666,Greed Quest,2004,1.1562,4.56562,3,6,235,0,21464,Thematic
9668,MooT,1998,3.0,7.44032,2,12,31,0,14917,Thematic
9673,Black Elephant,2004,3.5,7.57734,2,2,64,0,8631,Abstract
9674,Ingenious,2004,1.9135,7.11846,1,4,16006,0,459,Abstract
9675,La Strada,2004,1.8438,6.18434,2,4,1363,0,3795,Strategy
9681,Nosey Neighbor Card Game,1981,1.0833,5.64885,2,6,130,0,16876,Childrens
9685,Bounce It-In Game,1984,1.1176,6.23901,2,4,131,0,9906,Childrens
9705,More Dirty Minds,1991,1.6,4.53915,2,4,47,0,20320,Thematic
9706,Tis The Season: Christmas Trivia,1988,1.3333,4.97222,1,5,36,0,19545,Thematic
9710,Take Off,1999,1.6154,5.41563,2,4,96,0,18531,Thematic
9725,Monopoly: National Parks Edition,1998,1.8,5.16364,2,8,121,0,20673,Thematic
9735,Duell,2004,1.3333,6.33751,2,2,604,0,4573,Strategy
9759,Outta Control,1992,1.0,6.75,2,6,38,0,13676,Thematic
9776,The Incredible Hulk Smash,1998,1.0,5.70128,2,4,50,0,17204,Childrens
9782,Battle of the Bands: Encore Edition,2004,1.625,6.31367,2,4,163,0,10069,Thematic
9784,Cold Days in Hell,2000,3.4444,6.46667,2,4,30,0,15602,War
9785,Twelve Caesars,1997,0.0,4.75938,3,6,32,0,19397,Thematic
9787,Beer Money,2004,1.7857,5.75291,2,4,413,0,12723,Thematic
9790,Triumph & Fall of the Desert Fox,1998,2.8333,6.7,1,2,40,0,13678,War
9791,¿Pasáran? The Spanish Civil War,2004,2.4167,5.88016,1,2,63,0,16770,War
9792,Oriente,2004,2.1579,5.79037,4,12,674,0,8541,Strategy
9801,Ostrakon,2004,1.4348,5.84704,5,12,186,0,12452,Thematic
9802,Tuchulcha,2004,1.7778,5.06462,2,4,167,0,20712,Thematic
9803,Operation Michael,2002,2.7368,6.81144,2,2,118,0,8479,War
9804,Gettysburg: Badges of Courage,2004,3.1351,7.06108,2,2,217,0,5757,War
9805,Habana Taxi,2004,1.0,4.44063,3,7,32,0,19972,Thematic
9816,LEGO Time Cruisers Game,1997,1.0,5.56801,2,4,37,0,17944,Childrens
9823,Advanced Squad Leader: Starter Kit #1,2004,3.7547,7.83314,2,2,2450,0,601,War
9824,Employee of the Month,2004,1.3182,5.10895,2,6,190,0,20876,Thematic
9825,Early American Chrononauts,2004,1.8592,6.60577,1,6,922,0,3286,Thematic
9829,Runebound,2004,2.5273,6.20417,2,6,1529,0,4091,Thematic
9833,Au fil de l'épée,2002,2.7368,7.39762,2,2,105,0,7773,War
9835,Paris vaut bien une Messe! Les Guerres de Religion 1562-1598,2003,3.0,6.71429,2,2,42,0,13216,War
9843,Barbarossa 1941,2002,3.4,6.40972,2,2,36,0,15323,War
9844,Batailles pour le Canada,2002,2.8333,6.12088,2,2,34,0,15971,War
9845,Verdun 1916,2002,2.5,6.03023,2,2,43,0,16065,War
9846,Jours de gloire Campagne II: La Pologne,2002,2.6429,7.34868,1,2,38,0,12458,War
9847,Plutôt mort que Perse !,2003,2.4545,5.91176,2,2,34,0,17391,War
9849,Ardennes 1944,2003,2.7143,6.90645,2,2,31,0,14024,War
9852,Clue Jr.: The Case of the Missing Cake,2003,1.2653,5.35095,2,6,521,0,20939,Childrens
9853,Champs de Bataille IV: Asie,2003,2.3636,6.57143,2,2,35,0,14425,War
9854,Jours de gloire Campagne III: Les Campagnes de France 1792/1814,2003,2.6154,7.32738,1,2,42,0,11711,War
9858,The Russo-Japanese War: Dawn of the Rising Sun,2004,4.0909,7.84783,1,2,46,0,9641,War
9860,Jours de gloire Campagne: Le Danube,2001,2.6,7.0522,1,2,50,0,11860,War
9861,France 1940,2001,2.75,6.25625,2,2,40,0,15427,War
9863,Champs de Bataille III: D'Alexandre à Hannibal,2000,2.4,6.59054,2,2,37,0,14071,War
9865,Zürich 1799,1999,2.625,7.50375,2,2,80,0,8456,War
9866,Normandie 1944,1999,3.0,6.95465,2,2,43,0,12546,War
9867,Poitiers 1356 et Formigny 1450,1999,2.4118,7.36957,2,2,69,0,9409,War
9868,Tobrouk 1941-1942,2000,2.6667,5.74,2,2,30,0,17977,War
9869,De Bull Run à Appomatox,2001,3.1667,6.86333,2,2,30,0,14892,War
9870,Marengo 1800,2000,2.7857,7.54731,2,2,67,0,9582,War
9878,Cheers,1992,1.2,4.55147,2,8,68,0,20614,Thematic
9901,Electric Jeopardy Game,1987,2.0,5.6,3,4,40,0,17636,Thematic
9907,Kharkov 1943,1999,3.1429,6.67188,2,2,32,0,15005,War
9908,Les Pyramides 1798,1998,2.3333,7.07898,2,2,59,0,11624,War
9909,Crète 1941: Opération Merkur,1998,2.5714,6.77941,1,2,34,0,14248,War
9910,Wings of War: Watch Your Back!,2005,1.7062,6.97326,2,4,1771,0,1680,Thematic
9913,"Alésia, 52 Av. J.-C.: César contre Vercingétorix",1998,2.5556,6.73452,2,3,42,0,14319,War
9915,Denain 1712,1998,2.4545,6.73902,2,2,41,0,14321,War
9916,Arnhem 1944,1997,2.875,6.5961,2,2,77,0,11562,War
9918,Rivoli 1797,1998,2.5714,7.66554,2,2,83,0,7825,War
9932,Champs de bataille: Soissons 486 et Poitiers 732,1996,2.4,6.61875,2,2,48,0,12919,War
9947,The Smurf Game,1981,1.3333,4.67647,2,4,34,0,19916,Childrens
9959,WCW Nitro Trading Card Game,2000,1.6667,5.30623,2,2,53,0,18978,CGS
9962,Chez Goth,2004,1.4286,5.9733,2,5,692,0,6775,Thematic
9963,Santorini,2004,2.3636,7.2643,2,3,350,0,3946,Abstract
9968,Custer's Luck,1985,2.2727,5.32609,1,3,46,0,18772,War
9969,Speculation,2003,2.3333,5.61017,3,5,58,0,17707,Thematic
9971,Seasons: The Calendar Rummy Game,2004,1.8889,6.2157,2,4,86,0,13529,Thematic
9988,Solferino 1859,2004,2.8,6.96667,2,2,30,0,13962,War
9989,Mare Polare,2004,1.6667,5.74875,2,4,40,0,17059,Childrens
10014,Norway 1940: The Kriegsmarine Strikes,1981,2.3333,6.38571,2,2,35,0,15173,War
10022,La Révolution française: La patrie en danger 1791-1795,1995,3.7692,7.20833,4,6,72,0,9090,Strategy
10033,Monopoly: Las Vegas,2000,2.0,5.76842,2,6,57,0,18753,Thematic
10038,Fateful Lightning,1994,3.0,6.92237,1,2,38,0,13342,War
10043,LEGO Racers Super Speedway Game,2001,1.1875,4.60182,2,4,110,0,21118,Childrens
10052,Bongo Kongo,1989,1.2857,5.8,2,4,30,0,17138,Childrens
10065,Pokémon Master Trainer II,2001,2.6667,6.70363,2,6,79,0,13308,Childrens
10075,Claim to Fame,1990,1.3333,5.41071,4,99,42,0,18321,Thematic
10081,Axis & Allies: D-Day,2004,2.3618,6.42433,2,3,2030,0,2822,War
10084,Stuff Yer Face,1982,1.0,6.27,2,2,53,0,13744,Childrens
10090,Turmbau zu Babel,1988,1.0,5.11209,2,6,43,0,19418,Thematic
10093,Axis & Allies,2004,3.2137,6.69576,2,5,5884,0,1420,War
10094,Weakest Link,2001,1.6667,4.73077,4,8,52,0,20001,Thematic
10095,Pogo,1998,2.6,6.01613,2,2,31,0,16312,Abstract
10096,Splotch!,1998,2.3333,6.60481,2,2,79,0,10960,Thematic
10102,"Ignorant Armies: The Iran-Iraq War, 1980-88",2003,2.6,6.80137,1,2,73,0,10249,War
10140,The Scrambled States of America: Deluxe Edition,2002,1.2,5.82614,2,4,257,0,12598,Thematic
10149,The Great War in Europe,1995,3.6667,6.80137,2,2,146,0,7536,War
10156,The Russian Campaign (Fourth and Fifth editions),2003,2.9024,7.66144,2,2,276,0,4094,War
10164,Fliegen klatschen,2004,1.0465,5.98876,2,8,577,0,7005,Party
10167,Zombies!!! 4: The End...,2004,1.6765,6.1798,2,6,1452,0,4211,Thematic
10171,RisiKo! Master,2002,2.5,5.97927,3,6,82,0,16144,War
10174,Bitter Woods (Fourth Edition),2003,3.1176,7.66063,2,4,288,0,3984,War
10175,The Wonderful World of Disney Trivia 2: The Sequel,2000,1.0,5.6534,4,0,43,0,18333,Childrens
10186,JENA!,1996,2.85,6.93091,2,3,110,0,8995,War
10188,Sale of the Century Quizzard,1986,2.0,6.42682,2,6,39,0,15160,Thematic
10196,Farlander,2002,1.6429,5.53618,2,4,228,0,17725,Abstract
10203,ASAP,1987,1.2,5.51316,2,12,76,0,17822,Thematic
10206,Make 'n' Break,2004,1.2644,6.04936,2,4,1131,0,4828,Family
10214,The Hundred Years War,1995,3.25,5.95556,2,2,45,0,16796,War
10215,The Fire Next Time,1998,3.0,6.14194,2,2,31,0,17011,War
10221,Over the Top! Four Battles from World War One,1997,2.125,6.52778,2,2,54,0,12951,War
10226,"Thunder at the Crossroads: The Battle of Gettysburg, July 1-3, 1863  (Second Edition)",1993,3.4333,7.79124,2,2,187,0,4928,War
10230,Santa Maria Infante: On the Road to Rome 1944,2004,4.2,7.61628,2,2,43,0,10925,War
10234,¡Arriba España!,1997,2.7895,6.4855,2,4,111,0,9984,War
10236,Byzantium,1996,3.0909,6.52627,2,4,59,0,12861,War
10244,Berlin: Red Victory,2006,4.0714,7.85576,2,2,76,0,8139,War
10245,Bloody Omaha: D-Day 1944,2009,4.6364,7.91364,2,2,44,0,10237,War
10246,Darkest December: Battle of the Bulge 1944,2004,3.7778,7.484,2,2,50,0,10709,War
10248,Panther Line: Army Group North 1944,2004,3.625,7.84074,2,2,57,0,8963,War
10256,Thirty Years War: the Great War 1618-1648,1995,2.8333,5.94839,2,4,62,0,15564,War
10257,Battle of Buena Vista,1996,2.8571,5.30488,2,2,41,0,19059,War
10258,Strike North,1996,2.6667,6.0122,2,2,41,0,17006,War
10261,Blitzkrieg 1940,1997,2.5,6.55,2,2,61,0,12959,War
10262,The Chaco War,1991,2.7059,6.57549,2,2,102,0,9821,War
10264,"The First Afghan War, 1839-42",1996,2.6,6.469,2,2,50,0,13870,War
10265,Molotov's War,1995,2.375,5.98952,2,2,62,0,14805,War
10266,"Armati: Rules and Lists for Ancient, Medieval & Renaissance Wargaming",1994,2.8333,6.86111,2,2,36,0,13339,War
10267,Africa Orientale,1989,3.1875,6.37552,2,2,96,0,11965,War
10268,Soldier's Companion,1989,3.0,7.18182,2,2,44,0,11174,War
10269,"The Balkan Wars: Prelude to Disaster, 1912-1913",1993,2.95,6.61789,2,2,95,0,9904,War
