BGGId,Name,Year,Weight,AvgRating,MinPlayers,MaxPlayers,NumRatings,Kickstarted,Rank,Category
473,Olé!,1996,1.4286,6.57758,3,8,252,0,6235,Thematic
474,Cold War,1984,2.871,6.13739,4,4,226,0,9277,Strategy
475,Taj Mahal,2000,2.9923,7.27856,2,5,7243,0,486,Strategy
477,The Broadway Game,1981,2.3077,6.43512,2,6,121,0,9851,Thematic
478,Citadels,2000,2.0524,7.07887,2,8,49972,0,428,Strategy
479,Bambuti,1999,2.6923,5.90462,2,2,130,0,12785,Thematic
481,Carolus Magnus,2000,2.5827,6.82358,2,4,3457,0,1281,Strategy
482,Sky Runner,1999,1.5676,5.54634,2,5,408,0,17802,Thematic
484,Stratego Legends,1999,2.2642,5.7957,2,8,728,0,9251,CGS
485,Galloping Pigs,1992,1.1413,5.775,2,5,1022,0,7533,Family
486,Barnyard Buddies,1996,1.0333,5.71263,2,8,228,0,14091,Childrens
487,Power,1981,2.64,6.01475,2,4,261,0,10870,War
488,Stake Your Claim,1985,1.0,6.05,2,6,62,0,14677,Thematic
489,Pacal,1999,1.6667,6.1501,2,2,98,0,11698,Thematic
490,Warangel,2000,2.5135,7.71165,2,6,263,0,6081,War
491,Web of Power,2000,2.4441,7.30567,3,5,3395,0,789,Strategy
492,Aladdin's Dragons,2000,2.4685,6.90575,3,5,3125,0,1249,Strategy
494,Ave Caesar,1989,1.3584,6.62966,2,6,4456,0,1447,Family
495,Time Pirates,2000,2.04,5.57638,3,6,254,0,16228,Thematic
496,Dilemma,2000,1.0,4.20667,3,5,30,0,19891,Thematic
497,Vampire,2000,1.3425,5.931,3,5,609,0,7119,Family
499,Arbos,1999,1.0,6.36683,1,8,378,0,5682,Family
500,MARK,1997,1.3333,5.94915,2,4,59,0,15277,Thematic
501,Dschungelrennen,1989,1.0,6.17778,2,5,45,0,14709,Childrens
503,Through the Desert,1998,2.2044,7.07686,2,5,13054,0,522,Strategy
504,Die Verbotene Stadt,1992,1.8125,6.06596,2,4,141,0,11048,Thematic
505,Goldener Drache,1992,1.7778,5.70327,2,5,107,0,15229,Thematic
506,The Big Cheese,1998,1.3455,5.8854,3,6,491,0,8468,Family
508,Blue Max,1983,2.2727,7.12097,2,6,811,0,2547,War
509,The Reef,2000,1.6164,5.69583,2,2,753,0,9835,Family
510,Eschnapur,2000,2.3529,5.68267,3,5,214,0,14382,Thematic
511,Silverton,1991,3.25,7.10227,1,6,1033,0,2082,Strategy
514,True Colors,1989,1.1463,6.06378,3,6,524,0,6660,Party
515,6-Tage Rennen,1986,1.76,6.90602,3,8,248,0,5518,Family
519,Mush,1994,1.7143,5.83319,2,6,113,0,14741,Thematic
520,Axis & Allies: Europe,1999,2.8421,6.5141,2,4,2483,0,2433,War
524,Desperados,1980,1.4667,5.57124,2,4,348,0,16999,Family
525,Pisa,1999,1.75,6.27076,3,5,118,0,10110,Thematic
526,Abalone,1987,2.1812,6.45465,2,2,6665,0,1721,Abstract
527,GIPF,1996,2.7742,7.09397,2,2,3016,0,1060,Abstract
528,ZÈRTZ,1999,2.7455,7.27648,2,2,4005,0,717,Abstract
529,Charlemagne,1998,4.0,6.27667,2,4,30,0,15685,Thematic
530,Entenrallye,1988,1.75,5.88182,2,6,77,0,15151,Thematic
531,Merchants of Amsterdam,2000,2.6319,6.71396,3,5,1578,0,2200,Strategy
533,Labyrinth: The Card Game,2000,1.2239,5.56466,2,6,1438,0,14951,Family
534,N.Y. Chase,1999,1.9804,6.40286,3,6,595,0,4702,Strategy
535,Power Barons,1986,2.0417,5.51503,3,4,185,0,19138,Strategy
536,Visionary,1997,1.2692,6.46446,4,8,231,0,6870,Thematic
540,Sisimizi,1996,1.9565,6.33884,2,4,233,0,7410,Abstract
541,Das Motorsportspiel,1995,2.0,7.46209,2,12,375,0,3341,Family
542,Animocrazy 豬事議會,2000,1.2804,5.53104,4,10,1152,0,17673,Party
545,Kaleidos,1994,1.25,6.70794,2,12,836,0,3125,Party
548,Buck Rogers: Battle for the 25th Century Game,1988,2.6849,6.46356,2,6,807,0,4080,War
549,Aerodrome,1994,2.2308,7.58245,2,12,94,0,7357,War
550,Barbarossa,1988,1.5429,6.32474,3,4,1436,0,3330,Family
551,Battle Cry,1999,2.0955,7.14976,2,2,3464,0,942,War
552,Bus,1999,3.0417,7.53447,3,5,2446,0,738,Strategy
553,Chez Geek,1999,1.4183,5.71728,2,5,4435,0,7844,Thematic
554,La Città,2000,3.2764,7.0351,2,5,5135,0,834,Strategy
555,The Princes of Florence,2000,3.2475,7.52664,2,5,14752,0,199,Strategy
556,7 Safari,2000,1.1667,5.25243,2,6,103,0,19776,Childrens
557,Laguna,2000,2.0,5.88165,2,4,153,0,12819,Thematic
558,Der weiße Lotus,2000,2.8571,6.19936,3,6,234,0,8082,Thematic
559,Metro,1997,1.6897,6.37047,2,6,5786,1,1910,Strategy
561,Flußpiraten,1990,2.1,6.1698,3,6,106,0,11768,Thematic
562,Silberzwerg,2000,2.5128,6.40794,2,4,416,0,5512,Thematic
563,Doolittle & Waite,1986,1.8571,6.25129,2,8,85,0,12735,Thematic
564,Die Seidenstraße,1998,1.875,5.45761,2,7,92,0,18709,Thematic
565,Port Royal,2000,2.3571,6.15902,3,4,133,0,10295,Thematic
566,Wongar,2000,2.9762,6.29016,3,5,414,0,6008,Thematic
568,Rage,1983,1.4685,6.15782,2,10,1783,0,3699,Family
569,Maestro,1989,1.8571,5.83811,2,4,185,0,13026,Thematic
571,Papua,1992,1.5714,6.24681,3,6,94,0,11676,Thematic
572,Battle Cattle,1996,1.5,5.46056,2,8,71,0,19004,War
574,Devil Take the Hindmost,1991,1.5135,6.43503,3,6,310,0,6177,Family
575,Das Kollier,2000,2.5,5.47143,3,6,70,0,18334,Thematic
577,Parts Unknown,1999,1.9048,6.01004,4,10,234,0,9459,Thematic
581,Tile Chess,1999,2.6818,5.95463,2,6,255,0,9431,Abstract
582,Kampf um Rom,1995,3.2,5.52162,3,4,37,0,17834,War
585,Kardinal,2000,2.1818,6.55197,2,4,127,0,8604,Abstract
586,Up Front,1983,3.4113,7.87075,2,3,2179,1,621,War
587,Sumera,1999,3.0,6.22742,2,4,31,0,15600,Thematic
589,Wiz-War,1983,1.9822,6.88221,2,4,1622,0,1978,Thematic
593,Favoriten,1989,1.3333,6.41983,2,5,177,0,8014,Thematic
595,Escape from Elba,1999,1.6842,5.45185,3,6,162,0,19074,Thematic
600,Die Weinhändler,2000,1.75,5.08559,3,6,59,0,19551,Thematic
601,Take Two,1996,1.1429,5.85882,2,7,51,0,16350,Thematic
602,Career Poker,1988,1.4118,6.61818,4,8,242,0,6640,Thematic
603,Putsch,1998,3.2857,5.49789,3,6,95,0,18078,Thematic
604,Verrat!,1999,3.0,5.35652,4,4,46,0,18231,Thematic
605,Banana Republic,1993,1.4615,5.36358,2,5,162,0,19619,Thematic
606,Pico 2,1997,1.1562,5.93643,2,2,272,0,9540,Thematic
607,Honor of the Samurai,1996,2.1818,5.92587,3,6,822,0,7008,Thematic
608,Siesta,1999,2.52,6.28864,2,4,308,0,6826,Abstract
610,Knights of the Rainbow,1999,1.2,4.93529,2,6,68,0,20279,Thematic
611,Ironman Football,1995,2.1667,6.28333,2,8,45,0,14579,Thematic
612,Kippit,1999,1.0,5.9407,2,2,158,0,11939,Thematic
614,Rubik's Race,1982,1.28,6.04525,2,2,609,0,6641,Thematic
617,Alles Futsch,1998,2.0,5.29032,2,5,31,0,18749,Thematic
618,MLB Showdown,2000,1.9444,6.21892,2,2,259,0,9433,Thematic
619,The Bottle Imp,1995,1.8726,6.74006,2,4,3388,0,1408,Strategy
620,We the People,1993,2.7234,7.31048,2,2,1123,0,1727,War
621,25 Words or Less,1996,1.5319,6.54796,4,99,544,0,4397,Party
622,Change!,1999,1.2222,5.28281,2,8,160,0,20073,Family
623,Swashbuckler: A Game of Swordplay and Derring-do,1980,2.4545,6.95812,2,6,250,0,5456,Thematic
624,Quoridor,1997,1.8698,6.66289,2,4,6823,0,1269,Abstract
625,Business,1998,2.0,6.11125,2,6,80,0,13419,Thematic
626,War and Peace,1980,3.3046,6.69662,2,6,1128,0,2872,War
627,Royal Tank Corps,2000,2.7059,6.52661,1,2,62,0,12330,War
629,Q-Turn,1999,1.25,5.04055,2,4,163,0,20907,Abstract
630,Double Quick,1999,1.5,7.06579,2,4,38,0,11930,Thematic
631,Daytona 500,1990,1.7723,7.1353,2,4,1005,0,2107,Strategy
632,Cloud 9,1999,1.1533,6.48261,3,6,2222,0,2291,Family
633,Elixir,1997,1.4819,5.55636,3,8,1128,0,18382,Family
634,River Dragons,2000,1.719,6.5019,2,6,3350,0,1945,Family
635,Formula Motor Racing,1995,1.181,6.41108,3,6,1921,0,2648,Family
637,The Stock Car Championship Racing Card Game,1995,2.1364,6.8742,2,12,220,0,5876,Strategy
638,Hera and Zeus,2000,2.0456,6.48803,2,2,3323,0,1970,Strategy
639,American Megafauna,1997,3.7917,6.85596,1,4,344,0,4632,Strategy
642,Oodles,1992,1.3684,6.10415,3,10,263,0,8975,Party
643,Deadlands: Doomtown Range Wars,2000,2.2,6.26844,2,8,141,0,9679,CGS
644,Shipwrecked,2000,1.4681,5.69211,2,4,421,0,11465,Thematic
645,Bosworth,1998,2.1,5.81967,2,4,366,0,10535,Abstract
646,Pirate's Plunder,2000,1.5556,4.64221,2,6,68,0,20770,Thematic
647,Mystick Domination,2000,2.8333,6.43333,2,5,105,0,10372,Thematic
648,Vox Populi,1999,2.1111,4.38987,3,6,79,0,21033,Thematic
649,Thieves of Bagdad,1999,2.1667,5.97797,3,6,118,0,13590,Thematic
650,Fairy Meat,2000,1.625,5.98489,2,100,88,0,14632,Thematic
651,Zero Down,1998,1.2444,6.46264,2,5,770,0,3850,Family
652,X-Net,1999,2.5,5.71429,3,6,42,0,17152,Thematic
653,Shit!,1996,1.1765,5.45009,2,6,108,0,18663,Thematic
655,Castle,2000,1.9024,6.1028,2,5,1666,0,3979,Family
657,Münchhausen,1996,1.0909,5.88171,3,8,123,0,14496,Thematic
660,Riffifi,2000,1.0,6.06919,3,5,99,0,12852,Thematic
661,Where's Bob's Hat?,1990,1.5814,6.22904,3,5,402,0,6251,Thematic
663,Siege,1999,1.0,4.83548,2,2,31,0,19386,Thematic
665,Quackshot,1995,1.0,6.68333,2,4,84,0,10136,Childrens
668,Sternenhimmel,1995,2.0811,6.56071,3,5,354,0,5172,Strategy
669,Plague & Pestilence,1993,1.3784,6.20708,2,6,688,0,5679,Thematic
671,Bull Run: The First Major Battle of the American Civil War,1983,3.0,6.3626,2,2,223,0,8180,War
673,Star Traders,1987,2.3182,6.33325,2,6,212,0,7837,Strategy
674,J.U.M.P. Into the Unknown,1999,2.7778,5.345,1,4,100,0,19634,War
676,Ninja Wars,1998,1.0,4.68129,2,4,31,0,19377,Thematic
677,Would You Rather...?,1998,1.2045,4.37405,3,8,696,0,21630,Thematic
679,Minion Hunter,1992,1.8824,6.22414,1,6,198,0,9676,Thematic
680,Dune,1984,2.16,5.76155,2,4,342,0,13626,Thematic
681,Quarto,1991,1.9283,6.86154,2,2,6277,0,1005,Abstract
684,Monopoly: The Card Game,2000,1.4681,5.5378,2,6,627,0,19016,Family
686,Dr. Jekyll & Mr. Hyde,1997,2.3611,6.75802,3,4,467,0,4098,Strategy
687,Cabale,1999,2.5,6.16218,2,4,156,0,9849,Abstract
688,Manchu: The Taiping Rebellion – 1852-1868,1988,2.7143,6.03375,2,2,80,0,14698,War
690,Singapore,1984,2.4444,6.43255,2,2,98,0,11979,War
691,Timbuktu,1993,2.786,6.65845,3,5,1774,0,2126,Strategy
692,Wizard Kings,2000,2.6513,6.71909,2,7,1192,0,2603,War
695,Fibonacci,1992,1.8333,6.28889,2,2,63,0,12960,Abstract
696,The Big Idea,2000,1.3191,6.29205,3,6,824,0,4358,Party
698,Gother Than Thou,2000,1.1667,4.65103,3,5,210,0,21426,Thematic
699,HeroQuest,1989,2.1576,7.1501,2,5,11504,0,595,Thematic
700,Battle Masters,1992,1.8701,6.29095,2,2,2253,0,3199,War
701,A House Divided: War Between the States 1861-65,1981,2.6327,7.07239,2,2,1947,0,1418,War
702,Wabbit Wampage,1985,2.0,5.97602,2,4,221,0,10429,Thematic
703,Roman Civil War,1993,3.1667,6.85523,2,2,86,0,9382,War
704,Montgolfiere,1992,1.2206,5.84796,2,6,592,0,8312,Family
705,Caesar in Gallia: Conquest on the Ancient Frontier,1993,3.0667,6.90565,2,2,62,0,10620,War
707,When Tigers Fight,1994,3.0,6.18222,2,2,90,0,12730,War
708,Holy War: Afghanistan,1991,3.1765,6.23187,2,2,91,0,11954,War
709,Dragons of Glory,1986,2.5714,6.25882,2,2,76,0,12900,War
711,Elfenroads,1992,2.5,7.05959,2,6,294,0,4804,Strategy
712,Blood Bowl (Third Edition),1994,2.9814,7.54407,2,2,5361,0,410,Thematic
714,Talisman,1983,2.1824,6.35398,2,6,5227,0,2349,Thematic
716,Pizza Party,1987,1.2,4.95516,2,4,126,0,20807,Childrens
718,Galaxy: The Dark Ages,2000,2.4154,6.27078,2,5,591,0,5076,Strategy
719,Tyranno Ex,1990,2.3542,6.46624,2,4,434,0,5122,Strategy
720,Fast Food Franchise,1992,2.1714,6.32872,2,5,391,0,5960,Strategy
721,Oregon Trail,1981,2.25,5.39659,1,8,44,0,18739,Thematic
723,The Uncanny X-Men Alert Adventure Game,1992,1.5814,6.13641,2,4,441,0,7570,Thematic
724,Chill: Black Morn Manor,1985,2.0588,5.98998,2,6,420,0,7864,Thematic
728,The Sun Never Sets: Three Campaigns of the British Empire,1997,2.8571,7.02128,2,2,47,0,12384,War
730,Breakout: Normandy,1992,3.3913,7.68664,2,2,1009,0,1503,War
731,Escape from New York,1981,1.5,5.54747,2,4,99,0,18622,Thematic
736,San Francisco,2000,2.5714,6.18419,3,5,315,0,7050,Thematic
740,Rio Grande:  The Battle of Valverde,1991,3.4444,5.27797,2,2,59,0,19343,War
741,Trajan,1991,3.2069,6.84542,2,2,119,0,7921,War
742,Germania,1995,2.9091,6.68206,2,2,68,0,11144,War
745,War of Resistance,1998,4.5,7.02576,2,2,66,0,9979,War
747,Bitter Woods: The Battle of the Bulge,1998,3.125,6.89859,2,2,213,0,5761,War
748,Trax,1980,2.1273,6.50334,2,2,543,0,4525,Abstract
751,Minos,1991,2.6667,6.40307,2,4,293,0,6758,Strategy
752,Maul of America,1998,1.5,4.72939,2,6,114,0,21094,Thematic
754,Domain,1982,1.7778,6.12156,2,2,178,0,10453,Abstract
755,Thunder at Cassino,1987,3.1636,7.02387,1,2,419,0,3890,War
756,Black Vienna,1987,2.62,7.01613,3,6,460,0,3596,Strategy
757,Lunatix Loop,2000,2.0,6.33657,4,6,67,0,12616,Thematic
759,Turning Point: Stalingrad,1989,3.3119,7.26836,1,2,720,0,2551,War
760,Battle Line,2000,1.8999,7.4134,2,2,16110,0,240,Strategy
761,The Great Brain Robbery,2000,1.3061,5.53855,3,7,559,0,17962,Thematic
762,Formula C Minus,2000,1.0,5.18571,2,6,35,0,19063,Thematic
764,Mad Gab,1996,1.2532,5.00742,2,12,1454,0,21605,Party
765,Space Walk,1999,1.4783,5.95776,2,5,368,0,8406,Abstract
767,Keywood,1995,2.0,6.80727,2,5,55,0,11542,Thematic
768,Keytown,2000,2.8,6.53952,2,5,105,0,9527,Thematic
769,Star Trek Red Alert,2000,2.3333,6.49074,2,8,108,0,10247,Thematic
770,Loot,1992,1.3779,6.29663,2,8,6149,0,2074,Family
771,Kings and Castles,2000,2.6154,6.63192,2,4,141,0,7994,Strategy
772,Ausbrecher AG,1985,1.3448,6.06098,2,6,276,0,8421,Thematic
773,Beim Zeus!,1997,2.1429,5.17568,3,6,74,0,19685,Thematic
775,Die Tafelrunde,2000,1.0,5.77424,3,4,33,0,17545,Thematic
776,Remmi Demmi,1999,1.0,5.63273,4,9,55,0,17839,Thematic
781,Tabloid Teasers,1991,1.1,5.91235,3,6,85,0,16069,Thematic
783,Letter Head,2000,1.5714,5.9582,1,9,82,0,14328,Thematic
785,Dog Eat Dog,1999,2.4,5.17083,2,6,132,0,20436,Thematic
786,Maxi Bour$e,1987,2.25,4.54947,2,6,151,0,21347,Thematic
787,Palermo,1992,1.8889,5.92667,3,5,75,0,14664,Thematic
788,Tales of the Arabian Nights,1985,2.4198,7.06102,1,6,813,0,2520,Thematic
790,Terra Turrium,1990,2.25,6.05054,2,4,93,0,13233,Abstract
791,Löwendynastie,1998,1.7,5.92267,3,6,86,0,14697,Thematic
792,Megiddo,1985,2.3333,6.07872,2,3,47,0,15921,Abstract
793,Yahtzee Deluxe Poker,1994,1.3333,6.047,2,6,544,0,6469,Family
795,Dragonlance,1988,1.875,5.38364,2,6,418,0,20464,Family
796,Shanghai Trader,1986,2.5882,6.4826,3,6,218,0,7479,Thematic
797,Flucht aus Mangrovia,1989,2.0,4.55,2,6,30,0,19807,Thematic
798,Ace of Aces: Handy Rotary Series,1980,1.7544,7.03526,2,2,1120,0,2169,War
799,The Hills Rise Wild!,2000,2.6154,6.37923,2,4,260,0,7414,Thematic
802,Taipei: China Invades,2000,4.3333,6.07059,2,2,34,0,16432,War
803,Dragonhunt,1982,2.5652,5.7536,2,6,253,0,14267,War
804,Thunder Road,1986,1.3625,6.65921,2,4,804,0,3344,Thematic
805,Buffy the Vampire Slayer: The Game,2000,2.0065,6.63384,2,5,1677,0,2376,Thematic
806,West Riding,2000,3.5,6.37571,3,6,35,0,14933,Strategy
808,Pipeline: The Oil Game,1988,1.8,5.27045,2,4,88,0,19324,Abstract
813,Goosebumps: Terror in the Graveyard Game,1995,1.1818,5.38616,2,4,170,0,20552,Childrens
814,Aquarius,1998,1.1373,6.04985,2,5,1737,0,4479,Family
815,Chrononauts,2000,1.8429,6.19536,1,6,5378,0,2633,Thematic
816,2038: Tycoons of the Asteroid Belt,1995,4.04,7.0818,3,6,401,0,3798,Strategy
819,Quacksalbe,1998,2.5,6.26923,3,5,39,0,14749,Thematic
820,Axiom,1988,2.9333,6.96537,2,2,233,0,5407,Abstract
821,La Trel,1994,1.75,5.54137,2,2,51,0,17684,Abstract
822,Carcassonne,2000,1.9064,7.41883,2,5,107937,0,187,Family
823,The Lord of the Rings,2000,2.5648,6.74543,2,5,14710,0,928,Thematic
824,Hijara,1995,1.5,5.77993,2,2,46,0,17744,Abstract
825,Screaming Eagles,1987,1.3214,5.99292,2,4,368,0,8862,Family
826,Cartagena,2000,1.605,6.68543,2,5,7590,0,1144,Family
827,Attila,2000,2.5473,6.47896,2,5,1601,0,2704,Strategy
828,Wizards,1982,2.9615,6.37999,1,6,388,0,5990,Thematic
829,Battle of the Bands,2001,1.4348,5.77363,2,4,182,0,14422,Thematic
831,Schrille Stille,1999,1.7625,6.47311,3,6,712,0,3939,Strategy
833,For the People,1998,3.7185,7.76705,2,2,1560,0,983,War
834,Chronology,1996,1.4328,6.48532,2,8,862,0,3770,Party
836,New England Railways,2000,2.625,6.64327,2,6,156,0,7545,Strategy
840,Corsairs,2000,1.6818,6.05147,2,4,512,0,6582,Family
841,Razzia,1992,1.3913,6.36319,3,8,323,0,6270,Strategy
843,Circus Minimus,2000,2.1429,6.33358,2,7,218,0,7519,Thematic
844,Mausoleum,2000,1.4,4.6117,3,5,94,0,21077,Thematic
848,Tip Tap,1999,1.0,5.76514,3,6,106,0,15720,Thematic
849,Golf Masters,2000,0.0,4.82817,2,2,71,0,20428,Thematic
852,Pop Belly,1999,1.2727,5.20864,2,4,81,0,19659,Childrens
853,...und tschüss!,1997,1.3,6.40802,4,6,339,0,5856,Family
854,Doge,2000,2.5479,6.50347,3,4,747,0,3821,Strategy
855,Java,2000,3.3861,7.00894,2,4,3373,0,1085,Strategy
856,"New York, New York",1989,1.4,5.75773,2,4,97,0,16368,Thematic
857,Titanic: Der Mythos,1998,1.0667,5.4465,2,5,157,0,18754,Thematic
858,Blindes Huhn,1997,1.1429,5.2962,3,6,79,0,19180,Thematic
859,Illuminati,1982,2.4842,6.18886,2,6,2655,0,3291,Thematic
860,Scotland the Brave,1998,2.7692,5.89286,2,2,56,0,16501,War
861,Weapons & Warriors:  Castle Combat Set,1993,1.2708,5.95808,2,99,494,0,8965,Childrens
864,Mage Knight,2000,2.3563,6.17708,2,4,948,0,4794,CGS
867,Morisi,2000,2.1,6.5,2,4,241,0,6713,Strategy
869,Bongo!,2000,1.413,6.07702,2,8,526,0,6208,Thematic
870,Empires of the Ancient World,2000,2.9759,6.62418,3,5,537,0,4267,Strategy
871,Fire,1996,1.1333,6.03562,2,5,80,0,13937,Thematic
872,M,2000,1.9615,6.33979,2,6,620,0,4652,Family
873,Offline,2000,2.6667,5.98611,2,4,36,0,16320,Thematic
875,Roads & Boats,1999,4.1859,7.7313,1,4,3153,0,448,Strategy
876,Tennis Masters,2000,1.6667,5.63889,2,2,90,0,16091,Thematic
877,Troia,2000,1.8571,5.60162,2,4,154,0,16862,Thematic
878,Wyatt Earp,2001,1.8401,6.83231,2,4,3939,0,1201,Family
879,Tacara,2000,0.0,6.3527,3,10,37,0,14630,Thematic
882,Derby,2000,1.6667,6.02674,3,5,43,0,15664,Thematic
883,Ivanhoe,2000,1.6103,6.5389,2,5,1882,0,2329,Family
884,Way Out West,2000,2.6203,6.14302,3,5,685,0,5171,Strategy
886,Der Garten des Sonnenkönigs,1996,2.5,5.93451,2,5,71,0,15041,Thematic
890,Real Action Stockcar Championship,1998,2.75,6.92131,1,20,61,0,11317,Thematic
891,Cranium,1998,1.4278,5.68145,4,16,8850,0,8648,Party
899,Movie Mania,1992,1.6667,4.57798,2,4,60,0,20583,Thematic
900,City,1988,1.7143,5.60826,2,6,115,0,16801,Thematic
902,Meuterer,2000,2.3162,6.88011,3,4,3252,0,1233,Strategy
903,Hamsterrolle,2000,1.0745,6.81159,2,4,2114,0,1673,Family
904,Dream Factory,2000,2.109,7.05277,2,5,5169,0,810,Strategy
906,Abilene,1983,1.7,5.8831,3,6,142,0,13624,Thematic
909,Saturn,1997,1.25,6.75995,2,4,206,0,6242,Thematic
910,Kunst Stücke,1995,2.3846,6.43647,2,5,170,0,7957,Strategy
911,Empires of the Middle Ages,1980,3.5439,7.16411,1,6,437,0,3642,Strategy
912,Pacific Victory: War in the Pacific 1941-45,2000,3.193,6.92564,2,2,410,0,4107,War
914,Battle Platform Antilles,2000,1.0,5.07895,1,1,38,0,19482,Thematic
915,Mystery of the Abbey,1995,2.2025,6.5372,3,6,7786,0,1412,Family
916,Pete the Pirate,2000,1.2222,5.87,2,4,106,0,14851,Childrens
920,Ultimate Outburst,1999,1.3704,6.11843,2,0,271,0,8405,Thematic
925,Werewolf,1986,1.3969,6.52483,8,24,4425,1,1781,Party
927,Lift Off,2000,1.4167,5.15667,2,4,165,0,20527,Thematic
928,Gerüchteküche,2000,1.2,5.06333,3,7,75,0,20048,Thematic
929,The Great Dalmuti,1995,1.2934,6.5681,4,8,7155,0,1435,Party
930,Böse Buben,2000,1.3333,5.29592,2,4,49,0,18543,Thematic
932,Top Race,1996,1.7542,6.75839,2,6,1288,0,2328,Strategy
933,New Orleans Big Band,1990,1.8,5.8271,3,6,131,0,14025,Thematic
934,Die Kette von Saba,1984,1.5,5.38864,3,7,88,0,18700,Thematic
935,Australian Rails,1994,2.6471,6.95804,2,6,517,0,3651,Strategy
936,The Fury of Dracula,1987,2.5955,6.9296,2,4,1174,0,2290,Thematic
937,1825 Unit 1,1995,3.5833,6.84983,2,5,292,0,4908,Strategy
938,Enchanted Forest,1981,1.2599,5.71836,2,6,2616,0,7182,Childrens
939,Star Wars: The Queen's Gambit,2000,2.4873,7.5636,2,4,2126,0,845,Thematic
940,Karawane,1990,1.5714,6.02057,3,5,158,0,10991,Thematic
941,Turbo Taxi,2000,1.475,6.05609,2,4,1099,0,4870,Family
942,Snail's Pace,2000,1.0,5.17742,2,6,31,0,18703,Thematic
943,Ligretto,1988,1.1837,6.18566,2,4,3723,0,2978,Family
944,Mag·Blast,1998,1.5405,5.90383,2,6,368,0,9614,Thematic
947,Trivia for Dummies,1998,1.0,5.19407,3,4,59,0,19021,Thematic
948,Dao,1999,1.5294,5.31095,2,2,210,0,20410,Abstract
950,Four Dragons,2000,2.3556,6.57577,3,4,426,0,4812,Strategy
954,Pony Express,1991,1.8571,5.31944,2,6,125,0,19240,Thematic
955,Super Giant Monster Showdown,1999,2.0833,6.02789,2,9,92,0,13798,Thematic
956,Azteca,1998,3.3846,6.00533,2,4,142,0,12469,Strategy
957,PanzerZug,1998,1.6,6.17222,2,6,45,0,15389,Thematic
958,Orcz,2000,1.8077,5.42276,2,4,279,0,18999,Thematic
959,Luftschiff,1996,3.3158,7.15733,1,2,75,0,9201,War
963,The Gardens of the Alhambra,1993,1.8036,6.15759,2,4,1306,0,4082,Strategy
964,Kapitän Wackelpudding,1994,1.1,6.22467,2,5,201,0,8304,Childrens
965,Ben Hurt,1996,1.7407,5.6435,4,8,277,0,15322,Thematic
975,The Keep,1983,1.8,5.86848,3,6,33,0,16829,Thematic
979,The Powerpuff Girls: Saving the World Before Bedtime,2000,1.1875,5.84969,2,4,205,0,12369,Childrens
980,Al Cabohne,2000,1.7672,5.9658,1,2,1153,0,5292,Family
982,Amoeba Wars,1981,2.1373,6.06841,2,6,509,0,7238,Thematic
983,Tangoes,1980,1.5,5.75329,1,2,380,0,11974,Family
984,Name Burst,1992,1.8333,6.20685,3,10,73,0,12441,Thematic
986,Babel,2000,2.3971,6.65679,2,2,3881,0,1488,Strategy
988,Zapp Zerapp,2000,1.3,6.12898,2,4,451,0,6318,Childrens
990,90 Grad,2000,2.8571,6.68769,2,2,65,0,11082,Abstract
993,An den Ufern des Nils,1994,2.3214,6.34306,2,5,216,0,7548,Strategy
997,Canaletto,1995,1.8333,5.3099,3,4,101,0,19230,Thematic
999,Panda Monium,1994,1.0,5.36618,3,6,136,0,19114,Childrens
1001,Vendetta,1988,1.2609,5.11766,2,4,218,0,20954,Thematic
1002,Cosmic Eidex,1998,2.6786,6.89404,3,3,460,0,3887,Strategy
1003,Das Regeln Wir Schon!,1994,2.1667,6.40339,3,5,59,0,12705,Thematic
1004,Der Feuersalamander,1987,2.2857,5.81667,2,4,99,0,15143,Thematic
1006,Die Erbraffer,1994,1.6,5.39128,2,6,109,0,18919,Thematic
1007,Die Hanse,1993,2.2632,5.66677,3,6,164,0,16132,Thematic
1008,Die Schlangen von Delhi,1994,1.6667,5.525,2,4,72,0,17879,Thematic
1011,Dream Team,1997,1.7273,4.89091,2,6,77,0,20498,Thematic
1012,Die Magier,1985,1.9,5.76065,3,3,155,0,14803,Thematic
1013,Energie Poker,1980,2.6667,6.65714,2,4,70,0,10755,Thematic
1014,Fief 2,1989,2.9091,6.81663,3,6,152,0,7284,Strategy
1017,Fresh Fish,1997,3.0556,6.71303,2,5,929,0,2819,Strategy
1019,Le Gang des Traction-Avant,1984,1.5,6.31081,4,6,37,0,15450,Thematic
1027,Konzern,1997,2.0,5.68333,3,6,30,0,17389,Thematic
1028,Kraut & Rüben,1998,1.1818,5.94741,3,5,116,0,12990,Thematic
1029,Lieber bairisch sterben,1988,3.0,6.52,3,5,40,0,13955,War
1031,TV Wars,1987,1.963,5.58457,3,4,278,0,17207,Thematic
1032,B-17: Queen of the Skies,1981,2.3458,7.08285,1,2,1952,0,1639,War
1033,"Xenophon: 10,000 Against Persia",2000,3.6667,6.68437,2,2,32,0,14690,War
1036,Speculation,1992,2.0,6.68647,3,6,792,1,3214,Strategy
1037,Deadlands: Doomtown,1998,3.0169,7.25657,2,6,641,0,2716,CGS
1038,Tantrix,1991,2.2152,6.32354,1,4,1948,0,2994,Abstract
1041,San Marco,2001,2.6799,7.17156,3,4,4318,0,754,Strategy
